BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
2181,ADOLPHE,poor in keeping faith that it is doubtful whether she will trust,0.25,0.3,0.68,0.2,R,7/10
2182,ADOLPHE,her fate to you any longer.,0.25,0.3,0.68,0.2,R,7/10
2183,MAURICE,"But I can feel that her fondness for me has not ceased,",0.25,0.3,0.68,0.7,R,7/10
2184,MAURICE,and I know she will come back to me.,0.25,0.3,0.68,0.2,R,7/10
2185,ADOLPHE,How can you know that? How can you believe it? Didn't you,0.25,0.7,0.68,0.7,R,7/10
2186,ADOLPHE,even suspect her and that decent brother of hers of having sent,0.25,0.3,0.68,0.2,R,7/10
2187,ADOLPHE,the police after Henriette out of revenge?,0.35,0.5,0.68,0.2,L,6/10
2188,MAURICE,"But I don't believe it any longer--that is to say, I",0.25,0.4,0.68,0.7,R,7/10
2189,MAURICE,guess that fellow Emile is a pretty slick customer.,0.25,0.3,0.68,0.2,R,7/10
2190,MME,CATHERINE. Now look here! What are you saying of Monsieur,0.25,0.45,0.68,0.7,R,7/10
2191,MME,"Emile? Of course, he is nothing but a workman, but if everybody",0.25,0.5,0.68,0.2,R,7/10
2192,MME,"kept as straight as he--There is no flaw in him, but a lot of",0.25,0.4,0.68,0.2,R,7/10
2193,MME,sense and tact.,0.25,0.3,0.68,0.2,R,7/10
2194,EMILE,[Enters] Monsieur Gérard?,0.25,0.5,0.68,0.7,R,7/10
2195,MAURICE,That's me.,0.25,0.3,0.68,0.7,R,7/10
2196,EMILE,"Pardon me, but I have something to say to you in private.",0.25,0.3,0.68,0.7,R,7/10
2197,MAURICE,Go right on. We are all friends here.,0.25,0.3,0.68,0.7,R,7/10
2198,EMILE,[With a glance at the ABBÉ] Perhaps after--,0.25,0.4,0.68,0.7,R,7/10
2199,MAURICE,"Never mind. The Abbé is also a friend, although he and I",0.26,0.3,0.68,0.7,R,7/10
2200,MAURICE,differ.,0.26,0.3,0.68,0.2,R,7/10
2201,EMILE,"You know who I am, Monsieur Gérard? My sister has asked me",0.26,0.5,0.68,0.7,R,7/10
2202,EMILE,to give you this package as an answer to your letter.,0.26,0.3,0.68,0.2,R,7/10
2203,EMILE,"And now I have only to add, seeing as I am in a way my",0.26,0.3,0.68,0.2,R,7/10
2204,EMILE,"sister's guardian, that, on her behalf as well as my own, I",0.26,0.3,0.68,0.2,R,7/10
2205,EMILE,"acknowledge you free of all obligations, now when the natural tie",0.26,0.3,0.68,0.2,R,7/10
2206,EMILE,between you does not exist any longer.,0.26,0.3,0.68,0.2,R,7/10
2207,MAURICE,But you must have a grudge against me?,0.26,0.5,0.68,0.7,R,7/10
2208,EMILE,"Must I? I can't see why. On the other hand, I should like",0.26,0.5,0.68,0.7,R,7/10
2209,EMILE,"to have a declaration from you, here in the presence of your",0.26,0.3,0.68,0.2,R,7/10
2210,EMILE,"friends, that you don't think either me or my sister capable of",0.26,0.3,0.68,0.2,R,7/10
2211,EMILE,such a meanness as to send the police after Mademoiselle,0.36,0.3,0.68,0.2,L,6/10
2212,EMILE,Henriette.,0.26,0.3,0.68,0.2,R,7/10
2213,MAURICE,"I wish to take back what I said, and I offer you my",0.26,0.3,0.68,0.7,R,7/10
2214,MAURICE,"apology, if you will accept it.",0.26,0.3,0.68,0.2,R,7/10
2215,EMILE,It is accepted. And I wish all of you a good evening. [Goes,0.26,0.3,0.68,0.7,R,7/10
2216,EMILE,out.],0.26,0.3,0.68,0.2,R,7/10
2217,EVERYBODY,Good evening!,0.26,0.45,0.68,0.7,R,7/10
2218,MAURICE,The tie and the gloves which Jeanne gave me for the,0.26,0.3,0.68,0.7,R,7/10
2219,MAURICE,"opening night of my play, and which I let Henrietta throw into the",0.26,0.3,0.68,0.2,R,7/10
2220,MAURICE,fireplace. Who can have picked them up? Everything is dug up;,0.26,0.5,0.68,0.2,R,7/10
2221,MAURICE,everything comes back!--And when she gave them to me in the,0.26,0.55,0.68,0.2,R,7/10
2222,MAURICE,"cemetery, she said she wanted me to look fine and handsome, so",0.26,0.3,0.68,0.2,R,7/10
2223,MAURICE,that other people would like me also--And she herself stayed at,0.26,0.4,0.68,0.2,R,7/10
2224,MAURICE,"home--This hurt her too deeply, and well it might. I have no right",0.26,0.4,0.68,0.2,R,7/10
2225,MAURICE,"to keep company with decent human beings. Oh, have I done this?",0.26,0.5,0.68,0.2,R,7/10
2226,MAURICE,Scoffed at a gift coming from a good heart; scorned a sacrifice,0.26,0.3,0.68,0.2,R,7/10
2227,MAURICE,offered to my own welfare. This was what I threw away in order to,0.26,0.3,0.68,0.2,R,7/10
2228,MAURICE,"get--a laurel that is lying on the rubbish heap, and a bust that",0.26,0.4,0.68,0.2,R,7/10
2229,MAURICE,"would have belonged in the pillory--Abbé, now I come over to you.",0.26,0.4,0.68,0.2,R,7/10
2230,MAURICE,ABBÉ. Welcome!,0.26,0.45,0.68,0.2,R,7/10
2231,MAURICE,Give me the word that I need.,0.26,0.3,0.68,0.2,R,7/10
2232,MAURICE,ABBÉ. Do you expect me to contradict your self-accusations and,0.26,0.3,0.68,0.2,R,7/10
2233,MAURICE,inform you that you have done nothing wrong?,0.26,0.5,0.68,0.2,R,7/10
2234,MAURICE,Speak the right word!,0.26,0.45,0.68,0.2,R,7/10
2235,MAURICE,"ABBÉ. With your leave, I'll say then that I have found your",0.26,0.3,0.68,0.2,R,7/10
2236,MAURICE,behaviour just as abominable as you have found it yourself.,0.26,0.3,0.68,0.2,R,7/10
2237,MAURICE,"What can I do, what can I do, to get out of this?",0.26,0.5,0.68,0.2,R,7/10
2238,MAURICE,ABBÉ. You know as well as I do.,0.26,0.3,0.68,0.2,R,7/10
2239,MAURICE,"No, I know only that I am lost, that my life is spoiled,",0.26,0.3,0.68,0.2,R,7/10
2240,MAURICE,"my career cut off, my reputation in this world ruined forever.",0.26,0.3,0.68,0.2,R,7/10
2241,MAURICE,ABBÉ. And so you are looking for a new existence in some better,0.26,0.3,0.68,0.2,R,7/10
2242,MAURICE,"world, which you are now beginning to believe in?",0.26,0.5,0.67,0.2,R,7/10
2243,MAURICE,"Yes, that's it.",0.26,0.3,0.67,0.2,R,7/10
2244,MAURICE,ABBÉ. You have been living in the flesh and you want now to live,0.26,0.3,0.67,0.2,R,7/10
2245,MAURICE,in the spirit. Are you then so sure that this world has no more,0.26,0.3,0.67,0.2,R,7/10
2246,MAURICE,attractions for you?,0.26,0.5,0.67,0.2,R,7/10
2247,MAURICE,"None whatever! Honour is a phantom; gold, nothing but dry",0.26,0.45,0.67,0.2,R,7/10
2248,MAURICE,"leaves; women, mere intoxicants. Let me hide myself behind your",0.26,0.3,0.67,0.2,R,7/10
2249,MAURICE,consecrated walls and forget this horrible dream that has filled,0.26,0.3,0.67,0.2,R,7/10
2250,MAURICE,two days and lasted two eternities.,0.26,0.3,0.67,0.2,R,7/10
2251,MAURICE,ABBÉ. All right! But this is not the place to go into the matter,0.26,0.45,0.67,0.2,R,7/10
2252,MAURICE,more closely. Let us make an appointment for this evening at nine,0.26,0.3,0.67,0.2,R,7/10
2253,MAURICE,o'clock in the Church of St. Germain. For I am going to preach to,0.26,0.3,0.67,0.2,R,7/10
2254,MAURICE,"the inmates of St. Lazare, and that may be your first step along",0.26,0.3,0.67,0.2,R,7/10
2255,MAURICE,the hard road of penitence.,0.26,0.3,0.67,0.2,R,7/10
2256,MAURICE,Penitence?,0.26,0.5,0.67,0.2,R,7/10
2257,MAURICE,"ABBÉ. Well, didn't you wish--",0.26,0.4,0.67,0.2,R,7/10
2258,MAURICE,"Yes, yes!",0.26,0.45,0.67,0.2,R,7/10
2259,MAURICE,ABBÉ. Then we have vigils between midnight and two o'clock.,0.26,0.3,0.67,0.2,R,7/10
2260,MAURICE,That will be splendid!,0.26,0.45,0.67,0.2,R,7/10
2261,MAURICE,ABBÉ. Give me your hand that you will not look back.,0.26,0.3,0.67,0.2,R,7/10
2262,MAURICE,"[Rising, holds out his hand] Here is my hand, and my will",0.26,0.3,0.67,0.2,R,7/10
2263,MAURICE,goes with it.,0.26,0.3,0.67,0.2,R,7/10
2264,SERVANT GIRL,[Enters from the kitchen] A telephone call for,0.26,0.3,0.67,0.7,R,7/10
2265,SERVANT GIRL,Monsieur Maurice.,0.26,0.3,0.67,0.2,R,7/10
2266,MAURICE,From whom?,0.26,0.5,0.67,0.7,R,7/10
2267,SERVANT GIRL,From the theatre.,0.26,0.3,0.67,0.7,R,7/10
2268,SERVANT GIRL,ABBÉ. [To the SERVANT GIRL] Find out what it is.,0.26,0.3,0.67,0.2,R,7/10
2269,SERVANT GIRL,They want to know if Monsieur Maurice is going to,0.26,0.3,0.67,0.2,R,7/10
2270,SERVANT GIRL,attend the performance tonight.,0.26,0.3,0.67,0.2,R,7/10
2271,SERVANT GIRL,"ABBÉ. [To MAURICE, who is trying to get away] No, I won't let you",0.26,0.3,0.67,0.2,R,7/10
2272,SERVANT GIRL,go.,0.26,0.3,0.67,0.2,R,7/10
2273,MAURICE,What performance is that?,0.26,0.5,0.67,0.7,R,7/10
2274,ADOLPHE,Why don't you read the paper?,0.26,0.5,0.67,0.7,R,7/10
2275,MME,CATHERINE and the ABBÉ. He hasn't read the paper?,0.26,0.5,0.67,0.7,R,7/10
2276,MAURICE,It's all lies and slander. [To the SERVANT GIRL] Tell,0.26,0.3,0.67,0.7,R,7/10
2277,MAURICE,them that I am engaged for this evening: I am going to church.,0.26,0.3,0.67,0.2,R,7/10
2278,ADOLPHE,"As you don't want to read the paper, I shall have to tell",0.26,0.3,0.67,0.7,R,7/10
2279,ADOLPHE,"you that your play has been put on again, now when you are",0.26,0.3,0.67,0.2,R,7/10
2280,ADOLPHE,exonerated. And your literary friends have planned a demonstration,0.26,0.3,0.67,0.2,R,7/10
2281,ADOLPHE,for this evening in recognition of your indisputable talent.,0.26,0.3,0.67,0.2,R,7/10
2282,MAURICE,It isn't true.,0.26,0.3,0.67,0.7,R,7/10
2283,EVERYBODY,It is true.,0.26,0.3,0.67,0.7,R,7/10
2284,MAURICE,[After a pause] I have not deserved it!,0.26,0.45,0.67,0.7,R,7/10
2285,MAURICE,ABBÉ. Good!,0.27,0.45,0.67,0.2,R,7/10
2286,ADOLPHE,"And furthermore, Maurice--",0.27,0.4,0.67,0.7,R,7/10
2287,MAURICE,[Hiding his face in his hands] Furthermore!,0.27,0.45,0.67,0.7,R,7/10
2288,MME,CATHERINE. One hundred thousand francs! Do you see now that,0.27,0.45,0.67,0.7,R,7/10
2289,MME,they come back to you? And the villa outside the city. Everything,0.27,0.5,0.67,0.2,R,7/10
2290,MME,is coming back except Mademoiselle Henriette.,0.37,0.3,0.67,0.2,L,6/10
2291,MME,ABBÉ. [Smiling] You ought to take this matter a little more,0.27,0.3,0.67,0.2,R,7/10
2292,MME,"seriously, Madame Catherine.",0.37,0.3,0.67,0.2,L,6/10
2293,MME,"CATHERINE. Oh, I cannot--I just can't keep serious any",0.27,0.4,0.67,0.2,R,7/10
2294,MME,longer!,0.27,0.45,0.67,0.2,R,7/10
2295,MME,with her handkerchief.],0.27,0.3,0.67,0.2,R,7/10
2296,ADOLPHE,"Say, Maurice, the play begins at eight.",0.27,0.3,0.67,0.7,R,7/10
2297,ADOLPHE,ABBÉ. But the church services are at nine.,0.27,0.3,0.67,0.2,R,7/10
2298,ADOLPHE,Maurice!,0.27,0.45,0.67,0.2,R,7/10
2299,MME,"CATHERINE. Let us hear what the end is going to be, Monsieur",0.27,0.3,0.67,0.7,R,7/10
2300,MME,Maurice.,0.27,0.3,0.67,0.2,R,7/10
2301,ADOLPHE,"Loose him, Abbé!",0.27,0.45,0.67,0.7,R,7/10
2302,ADOLPHE,"ABBÉ. No, it is not for me to loose or bind. He must do that",0.27,0.3,0.67,0.2,R,7/10
2303,ADOLPHE,himself.,0.27,0.3,0.67,0.2,R,7/10
2304,MAURICE,"[Rising] Well, I go with the Abbé.",0.27,0.3,0.67,0.7,R,7/10
2305,MAURICE,"ABBÉ. No, my young friend. I have nothing to give you but a",0.27,0.3,0.67,0.2,R,7/10
2306,MAURICE,"scolding, which you can give yourself. And you owe a duty to",0.27,0.3,0.67,0.2,R,7/10
2307,MAURICE,yourself and to your good name. That you have got through with,0.27,0.3,0.67,0.2,R,7/10
2308,MAURICE,this as quickly as you have is to me a sign that you have suffered,0.27,0.3,0.67,0.2,R,7/10
2309,MAURICE,your punishment as intensely as if it had lasted an eternity. And,0.27,0.3,0.67,0.2,R,7/10
2310,MAURICE,when Providence absolves you there is nothing for me to add.,0.27,0.3,0.67,0.2,R,7/10
2311,MAURICE,But why did the punishment have to be so hard when I was,0.27,0.3,0.66,0.2,R,7/10
2312,MAURICE,innocent?,0.27,0.5,0.66,0.2,R,7/10
2313,MAURICE,ABBÉ. Hard? Only two days! And you were not innocent. For we have,0.27,0.65,0.66,0.2,R,7/10
2314,MAURICE,to stand responsible for our thoughts and words and desires also.,0.27,0.3,0.66,0.2,R,7/10
2315,MAURICE,And in your thought you became a murderer when your evil self,0.37,0.3,0.66,0.2,L,6/10
2316,MAURICE,wished the life out of your child.,0.27,0.3,0.66,0.2,R,7/10
2317,MAURICE,You are right. But my decision is made. To-night I will,0.37,0.3,0.66,0.2,L,6/10
2318,MAURICE,meet you at the church in order to have a reckoning with myself--,0.27,0.4,0.66,0.2,R,7/10
2319,MAURICE,but to-morrow evening I go to the theatre.,0.27,0.3,0.66,0.2,R,7/10
2320,MME,"CATHERINE. A good solution, Monsieur Maurice.",0.27,0.3,0.66,0.7,R,7/10
2321,ADOLPHE,"Yes, that is the solution. Whew!",0.27,0.45,0.66,0.7,R,7/10
2322,ADOLPHE,"ABBÉ. Yes, so it is!",0.27,0.45,0.66,0.2,R,7/10
2323,ADOLPHE,MISS JULIA,0.27,0.3,0.66,0.2,R,7/10
2324,ADOLPHE,INTRODUCTION,0.27,0.3,0.66,0.2,R,7/10
2325,ADOLPHE,"The volume containing the translation of ""There Are Crimes and",0.27,0.3,0.66,0.2,R,7/10
2326,ADOLPHE,"Crimes"" had barely reached the public when word came across the",0.27,0.3,0.66,0.2,R,7/10
2327,ADOLPHE,ocean that August Strindberg had ended his long fight with life.,0.27,0.3,0.66,0.2,R,7/10
2328,ADOLPHE,His family had long suspected some serious organic trouble. Early,0.27,0.3,0.66,0.2,R,7/10
2329,ADOLPHE,"in the year, when lie had just recovered from an illness of",0.27,0.3,0.66,0.2,R,7/10
2330,ADOLPHE,"temporary character, their worst fears became confirmed. An",0.27,0.3,0.66,0.2,R,7/10
2331,ADOLPHE,"examination disclosed a case of cancer in the stomach, and the",0.27,0.3,0.66,0.2,R,7/10
2332,ADOLPHE,disease progressed so rapidly that soon all hope of recovery was,0.27,0.3,0.66,0.2,R,7/10
2333,ADOLPHE,"out of the question. On May 14, 1912, Strindberg died.",0.27,0.3,0.66,0.2,R,7/10
2334,ADOLPHE,With his death peace came in more senses than one. All the fear and,0.37,0.3,0.66,0.2,L,6/10
2335,ADOLPHE,hatred which he had incurred by what was best as well as worst in,0.27,0.3,0.66,0.2,R,7/10
2336,ADOLPHE,him seemed to be laid at rest with his own worn-out body. The love,0.27,0.3,0.66,0.2,R,7/10
2337,ADOLPHE,and the admiration which he had son in far greater measure were,0.27,0.3,0.66,0.2,R,7/10
2338,ADOLPHE,"granted unchecked expression. His burial, otherwise as simple as he",0.27,0.3,0.66,0.2,R,7/10
2339,ADOLPHE,"himself had prescribed, was a truly national event. At the grave of",0.27,0.3,0.66,0.2,R,7/10
2340,ADOLPHE,the arch-rebel appeared a royal prince as official representative,0.27,0.3,0.66,0.2,R,7/10
2341,ADOLPHE,"of the reigning house, the entire cabinet, and numerous members of",0.27,0.3,0.66,0.2,R,7/10
2342,ADOLPHE,the Riksdag. Thousands of men and women representing the best of,0.27,0.3,0.66,0.2,R,7/10
2343,ADOLPHE,"Sweden's intellectual and artistic life went to the cemetery,",0.27,0.3,0.66,0.2,R,7/10
2344,ADOLPHE,though the hour of the funeral was eight o'clock in the morning. It,0.27,0.3,0.66,0.2,R,7/10
2345,ADOLPHE,was an event in which the masses and the classes shared a common,0.27,0.3,0.66,0.2,R,7/10
2346,ADOLPHE,"sorrow, the standards of student organizations mingling with the",0.27,0.3,0.66,0.2,R,7/10
2347,ADOLPHE,"banners of labour unions. And not only the capital, but the whole",0.27,0.3,0.66,0.2,R,7/10
2348,ADOLPHE,"country, observed the day as one of mourning.",0.27,0.3,0.66,0.2,R,7/10
2349,ADOLPHE,A thought frequently recurring in the comment passed on Strindberg's,0.27,0.3,0.66,0.2,R,7/10
2350,ADOLPHE,"death by the European press was that, in some mysterious manner,",0.37,0.3,0.66,0.2,L,6/10
2351,ADOLPHE,"he, more than any other writer, appeared to be the incarnation of",0.27,0.3,0.66,0.2,R,7/10
2352,ADOLPHE,"the past century, with its nervous striving after truth, its fear",0.27,0.3,0.66,0.2,R,7/10
2353,ADOLPHE,"of being duped, and its fretting dread that evolution and progress",0.27,0.3,0.66,0.2,R,7/10
2354,ADOLPHE,might prove antagonistic terms. And at that simple grave in,0.27,0.3,0.66,0.2,R,7/10
2355,ADOLPHE,Stockholm more than one bareheaded spectator must have heard the,0.27,0.3,0.66,0.2,R,7/10
2356,ADOLPHE,gravel rattle on the coffin-lid with a feeling that not only a,0.27,0.3,0.66,0.2,R,7/10
2357,ADOLPHE,"great individual, but a whole human period--great in spite of all",0.27,0.4,0.66,0.2,R,7/10
2358,ADOLPHE,its weaknesses--was being laid away for ever.,0.27,0.4,0.66,0.2,R,7/10
2359,ADOLPHE,Among more than half a hundred plays produced by Strindberg during,0.27,0.3,0.66,0.2,R,7/10
2360,ADOLPHE,"his lifetime, none has won such widespread attention as ""Miss",0.27,0.3,0.66,0.2,R,7/10
2361,ADOLPHE,"Julia,"" both on account of its masterful construction and its",0.27,0.3,0.66,0.2,R,7/10
2362,ADOLPHE,"gripping theme. Whether liking or disliking it, critics have",0.27,0.3,0.66,0.2,R,7/10
2363,ADOLPHE,"repeatedly compared it with Ibsen's ""Ghosts,"" and not always to the",0.27,0.3,0.66,0.2,R,7/10
2364,ADOLPHE,"advantage of the latter work. It represents, first of all, its",0.27,0.3,0.66,0.2,R,7/10
2365,ADOLPHE,author's most determined and most daring endeavour to win the,0.27,0.3,0.66,0.2,R,7/10
2366,ADOLPHE,"modern stage for Naturalism. If he failed in this effort, it must",0.27,0.3,0.66,0.2,R,7/10
2367,ADOLPHE,be recalled to his honour that he was among the first to proclaim,0.27,0.3,0.66,0.2,R,7/10
2368,ADOLPHE,his own failure and to advocate the seeking of new paths. When the,0.27,0.3,0.66,0.2,R,7/10
2369,ADOLPHE,"work was still hot from his hands, however, he believed in it with",0.27,0.3,0.66,0.2,R,7/10
2370,ADOLPHE,"all the fervour of which his spirit was capable, and to bring home",0.27,0.3,0.66,0.2,R,7/10
2371,ADOLPHE,"its lesson the more forcibly, he added a preface, a sort of",0.28,0.3,0.66,0.2,R,7/10
2372,ADOLPHE,"dramatic creed, explaining just what he had tried to do, and why.",0.28,0.3,0.66,0.2,R,7/10
2373,ADOLPHE,"This preface, which has become hardly less famous than the play",0.28,0.3,0.66,0.2,R,7/10
2374,ADOLPHE,"itself, is here, as I believe, for the first time rendered into",0.28,0.3,0.66,0.2,R,7/10
2375,ADOLPHE,English. The acuteness and exhaustiveness of its analysis serves,0.28,0.3,0.66,0.2,R,7/10
2376,ADOLPHE,"not only to make it a psychological document of rare value, but",0.28,0.3,0.66,0.2,R,7/10
2377,ADOLPHE,also to save me much of the comment which without it might be,0.28,0.3,0.66,0.2,R,7/10
2378,ADOLPHE,deemed needful.,0.28,0.3,0.66,0.2,R,7/10
2379,ADOLPHE,"Years later, while engaged in conducting a theatre for the exclusive",0.28,0.3,0.66,0.2,R,7/10
2380,ADOLPHE,"performance of his own plays at Stockholm, Strindberg formulated a",0.28,0.3,0.65,0.2,R,7/10
2381,ADOLPHE,"new dramatic creed--that of his mystical period, in which he was",0.28,0.4,0.65,0.2,R,7/10
2382,ADOLPHE,"wont to sign himself ""the author of 'Gustavus Vasa,' 'The Dream",0.28,0.3,0.65,0.2,R,7/10
2383,ADOLPHE,"Play,' 'The Last Knight,' etc."" It took the form of a pamphlet",0.28,0.3,0.65,0.2,R,7/10
2384,ADOLPHE,"entitled ""A Memorandum to the Members of the Intimate Theatre from",0.28,0.3,0.65,0.2,R,7/10
2385,ADOLPHE,"the Stage Director"" (Stockholm, 1908). There he gave the following",0.28,0.3,0.65,0.2,R,7/10
2386,ADOLPHE,"data concerning ""Miss Julia,"" and the movement which that play",0.28,0.3,0.65,0.2,R,7/10
2387,ADOLPHE,helped to start:,0.28,0.3,0.65,0.2,R,7/10
2388,ADOLPHE,"""In the '80's the new time began to extend its demands for reform",0.28,0.3,0.65,0.2,R,7/10
2389,ADOLPHE,"to the stage also. Zola declared war against the French comedy,",0.28,0.3,0.65,0.2,R,7/10
2390,ADOLPHE,"with its Brussels carpets, its patent-leather shoes and",0.28,0.3,0.65,0.2,R,7/10
2391,ADOLPHE,"patent-leather themes, and its dialogue reminding one of the",0.28,0.3,0.65,0.2,R,7/10
2392,ADOLPHE,questions and answers of the Catechism. In 1887 Antoine opened his,0.28,0.3,0.65,0.2,R,7/10
2393,ADOLPHE,"Théâtre Libre at Paris, and 'Thérèse Raquin,' although nothing but",0.28,0.3,0.65,0.2,R,7/10
2394,ADOLPHE,"an adapted novel, became the dominant model. It was the powerful",0.28,0.3,0.65,0.2,R,7/10
2395,ADOLPHE,"theme and the concentrated form that showed innovation, although",0.28,0.3,0.65,0.2,R,7/10
2396,ADOLPHE,"the unity of time was not yet observed, and curtain falls were",0.28,0.3,0.65,0.2,R,7/10
2397,ADOLPHE,"retained. It was then I wrote my dramas: 'Miss Julia,' 'The",0.28,0.3,0.65,0.2,R,7/10
2398,ADOLPHE,"Father,' and 'Creditors.'",0.28,0.3,0.65,0.2,R,7/10
2399,ADOLPHE,"""'Miss Julia,' which was equipped with a now well-known preface,",0.28,0.3,0.65,0.2,R,7/10
2400,ADOLPHE,"was staged by Antoine, but not until 1892 or 1893, having previously",0.28,0.3,0.65,0.2,R,7/10
2401,ADOLPHE,been played by the Students' Association of the Copenhagen,0.28,0.3,0.65,0.2,R,7/10
2402,ADOLPHE,University in 1888 or 1889. In the spring of 1893 'Creditors' was,0.28,0.3,0.65,0.2,R,7/10
2403,ADOLPHE,"put on at the Théâtre L'OEuvre, in Paris, and in the fall of the",0.28,0.3,0.65,0.2,R,7/10
2404,ADOLPHE,"same year 'The Father' was given at the same theatre, with Philippe",0.28,0.3,0.65,0.2,R,7/10
2405,ADOLPHE,Garnier in the title part.,0.28,0.3,0.65,0.2,R,7/10
2406,ADOLPHE,"""But as early as 1889 the Freie Bühne had been started at Berlin,",0.28,0.3,0.65,0.2,R,7/10
2407,ADOLPHE,and before 1893 all three of my dramas had been performed. 'Miss,0.28,0.3,0.65,0.2,R,7/10
2408,ADOLPHE,"Julia' was preceded by a lecture given by Paul Schlenther, now",0.28,0.3,0.65,0.2,R,7/10
2409,ADOLPHE,director of the Hofburg Theater at Vienna. The principal parts were,0.28,0.3,0.65,0.2,R,7/10
2410,ADOLPHE,"played by Rosa Bertens, Emanuel Reicher, Rittner and Jarno. And",0.28,0.3,0.65,0.2,R,7/10
2411,ADOLPHE,"Sigismund Lautenburg, director of the Residenz Theater, gave more",0.28,0.3,0.65,0.2,R,7/10
2412,ADOLPHE,than one hundred performances of 'Creditors.',0.28,0.3,0.65,0.2,R,7/10
2413,ADOLPHE,"""Then followed a period of comparative silence, and the drama sank",0.28,0.3,0.65,0.2,R,7/10
2414,ADOLPHE,"back into the old ruts, until, with the beginning of the new",0.28,0.3,0.65,0.2,R,7/10
2415,ADOLPHE,"century, Reinhardt opened his Kleines Theater. There I was played",0.28,0.3,0.65,0.2,R,7/10
2416,ADOLPHE,"from the start, being represented by the long one-act drama 'The",0.28,0.3,0.65,0.2,R,7/10
2417,ADOLPHE,"Link,' as well as by 'Miss Julia' (with Eysoldt in the title part),",0.28,0.3,0.65,0.2,R,7/10
2418,ADOLPHE,"and 'There Are Crimes and Crimes.'""",0.28,0.3,0.65,0.2,R,7/10
2419,ADOLPHE,He went on to tell how one European city after another had got its,0.28,0.3,0.65,0.2,R,7/10
2420,ADOLPHE,"""Little,"" or ""Free,"" or ""Intimate"" theatre. And had he known of it,",0.28,0.3,0.65,0.2,R,7/10
2421,ADOLPHE,he might have added that the promising venture started by Mr.,0.28,0.3,0.65,0.2,R,7/10
2422,ADOLPHE,Winthrop Ames at New York comes as near as any one of its earlier,0.28,0.3,0.65,0.2,R,7/10
2423,ADOLPHE,"rivals in the faithful embodiment of those theories which, with",0.28,0.3,0.65,0.2,R,7/10
2424,ADOLPHE,"Promethean rashness, he had flung at the head of a startled world in",0.28,0.3,0.65,0.2,R,7/10
2425,ADOLPHE,1888. For the usual thing has happened: what a quarter-century ago,0.28,0.3,0.65,0.2,R,7/10
2426,ADOLPHE,seemed almost ludicrous in its radicalism belongs to-day to the,0.28,0.3,0.65,0.2,R,7/10
2427,ADOLPHE,established traditions of every progressive stage.,0.28,0.3,0.65,0.2,R,7/10
2428,ADOLPHE,"Had Strindberg been content with his position of 1888, many honours",0.28,0.3,0.65,0.2,R,7/10
2429,ADOLPHE,"now withheld might have fallen to his share. But like Ibsen, he was",0.28,0.3,0.65,0.2,R,7/10
2430,ADOLPHE,"first and last--and to the very last!--an innovator, a leader of",0.28,0.65,0.65,0.2,R,7/10
2431,ADOLPHE,human thought and human endeavour. And so it happened that when the,0.28,0.3,0.65,0.2,R,7/10
2432,ADOLPHE,"rest thought to have overtaken him, he had already hurried on to a",0.28,0.3,0.65,0.2,R,7/10
2433,ADOLPHE,"more advanced position, heedless of the scorn poured on him by",0.28,0.3,0.65,0.2,R,7/10
2434,ADOLPHE,"those to whom ""consistency"" is the foremost of all human virtues.",0.28,0.3,0.65,0.2,R,7/10
2435,ADOLPHE,Three years before his death we find him writing as follows in,0.38,0.3,0.65,0.2,L,6/10
2436,ADOLPHE,"another pamphlet ""An Open Letter to the Intimate Theatre,""",0.28,0.3,0.65,0.2,R,7/10
2437,ADOLPHE,"Stockholm, 1909--of the position once assumed so proudly and so",0.28,0.4,0.65,0.2,R,7/10
2438,ADOLPHE,confidently by himself:,0.28,0.3,0.65,0.2,R,7/10
2439,ADOLPHE,"""As the Intimate Theatre counts its inception from the successful",0.28,0.3,0.65,0.2,R,7/10
2440,ADOLPHE,"performance of 'Miss Julia' in 1900, it was quite natural that the",0.28,0.3,0.65,0.2,R,7/10
2441,ADOLPHE,young director (August Falck) should feel the influence of the,0.28,0.3,0.65,0.2,R,7/10
2442,ADOLPHE,"Preface, which recommended a search for actuality. But that was",0.28,0.3,0.65,0.2,R,7/10
2443,ADOLPHE,"twenty years ago, and although I do not feel the need of attacking",0.28,0.3,0.65,0.2,R,7/10
2444,ADOLPHE,"myself in this connection, I cannot but regard all that pottering",0.28,0.3,0.65,0.2,R,7/10
2445,ADOLPHE,"with stage properties as useless.""",0.28,0.3,0.65,0.2,R,7/10
2446,ADOLPHE,It has been customary in this country to speak of the play now,0.28,0.3,0.65,0.2,R,7/10
2447,ADOLPHE,"presented to the public as ""Countess Julie."" The noble title is, of",0.28,0.3,0.65,0.2,R,7/10
2448,ADOLPHE,"course, picturesque, but incorrect and unwarranted. It is, I fear,",0.28,0.3,0.65,0.2,R,7/10
2449,ADOLPHE,another outcome of that tendency to exploit the most sensational,0.28,0.3,0.64,0.2,R,7/10
2450,ADOLPHE,elements in Strindberg's art which has caused somebody to translate,0.28,0.3,0.64,0.2,R,7/10
2451,ADOLPHE,"the name of his first great novel as ""The Scarlet Room,""--instead",0.28,0.4,0.64,0.2,R,7/10
